대표도면,출원번호,발명의명칭,발명의명칭(영문),상태,IPC분류,출원인,대리인,발명자,출원일자,등록번호,등록일자,공개번호,공개일자
,1020197027100,오염을 감소시키기 위한 미립자 광물의 용도(USE OF A PARTICULATE MINERAL TO REDUCE POLLUTION),USE OF A PARTICULATE MINERAL TO REDUCE POLLUTION,공개,A61K 8/25|A61K 8/02|A61Q 17/00|A61Q 5/02|A61Q 5/00|A61Q 1/12|A61Q 19/00|A61Q 19/10,이머테크 에스아에스,김진회|김태홍,파기스 로르,2018.02.16,,,1020190119624.0,2019.10.22
,1020227003145,HPK1 억제제 및 그의 용도(HPK1 INHIBITORS AND USES THEREOF),HPK1 INHIBITORS AND USES THEREOF,공개,C07D 401/14|A61K 31/506|A61K 31/538|A61K 31/519|A61K 31/5383|A61P 35/00|C07D 471/04|C07D 405/14|C07D 491/107|C07D 487/04|C07D 473/32|C07F 9/6558|C07F 9/6561,치루 레고르 테라퓨틱스 인코포레이티드,양영준|이상영,"종, 웬지|주, 샤오티안|펭, 송|우, 레이|후앙, 웨이|리우, 하오|리우, 롱치앙|웬, 케이트 신|조우, 후아",2020.07.03,,,1020220044495.0,2022.04.08
,1020227004922,키티나제 억제제로서 유용한 치환된 아미노 트리아졸(SUBSTITUTED AMINO TRIAZOLES USEFUL AS CHITINASE INHIBITORS),SUBSTITUTED AMINO TRIAZOLES USEFUL AS CHITINASE INHIBITORS,공개,C07D 413/14|A61K 31/5377|A61K 31/4545|A61K 31/5383|A61K 31/4985|A61K 45/06|A61P 37/00|A61P 25/00|A61P 17/00|A61P 1/02|A61P 3/00|C07D 401/14|C07D 498/04|C07D 487/04,온코아렌디 테라퓨틱스 에스.에이.,한라특허법인(유한),"마주르, 마르제나|안드리아나우, 글렙|요아치미악, 루크|체스트코프스키, 보이치에크|코발스키, 미하우|네디지예코, 피오트르|올레니차크, 실비아|마티스체프스티, 크리지슈토프|코랄레프스키, 로버트|올자크, 자섹|골레비오스키, 아담|바르토체비츠, 아그네스",2020.07.15,,,1020220042379.0,2022.04.05
,1020217008298,"영상화제의 합성 및 사용을 위한 조성물, 방법 및 시스템(COMPOSITIONS, METHODS, AND SYSTEMS FOR THE SYNTHESIS AND USE OF IMAGING AGENTS)","COMPOSITIONS, METHODS, AND SYSTEMS FOR THE SYNTHESIS AND USE OF IMAGING AGENTS",거절,C07D 233/44|C07C 217/70|C07C 257/14|C07C 279/04|C07C 279/06|C07C 279/08|C07C 279/12|C07C 279/14|C07C 281/18|C07C 209/14|C07D 233/46,"랜티우스 메디컬 이메징, 인크.",양영준|김영,"라데케, 하이케, 에스.|체사티, 리차드, 알.|푸로히트, 아자이|해리스, 토마스, 디.|로빈슨, 사이먼, 피.|위, 밍|카세비어, 데이비드, 에스.|후, 캐롤, 후이|브로에케마, 마티아스|온탱크, 데이비드, 씨.",2012.09.07,,,1020210033558.0,2021.03.26
,1020120014945,이동통신단말기를 이용한 실시간 미아찾기 방법(Method for finding missing child using cellular phone),Method for finding missing child using cellular phone,포기,H04W 4/029|H04W 4/021|H04W 4/12|H04W 84/10|G06K 9/18|G06F 9/44|G08B 21/02|G06Q 50/22,(주) 바나나위키|전명산,정현영,전명산,2012.02.14,,,1020130040111.0,2013.04.23
,1020227003262,억제제 화합물(INHIBITOR COMPOUNDS),INHIBITOR COMPOUNDS,공개,C07D 413/12|A61K 31/4439|A61K 31/506|A61P 43/00|A61P 1/16|C07D 417/12|C07D 401/12|C07D 413/14|C07D 401/14|C07D 403/12,신세라 테라퓨틱스 피티와이 엘티디,특허법인한얼,플린 버나드 루크|르 지앙|양 슈신,2020.07.24,,,1020220041843.0,2022.04.01
,1020227003700,경구 보체 인자 D 억제제에 대한 투약 요법(DOSING REGIMENS FOR ORAL COMPLEMENT FACTOR D INHIBITORS),DOSING REGIMENS FOR ORAL COMPLEMENT FACTOR D INHIBITORS,공개,C07D 307/79|A61K 31/343|A61K 31/443|A61K 31/53|A61K 31/381|A61K 9/00|A61P 37/00|A61P 25/28|A61P 13/12|A61P 9/00|C07D 307/80|C07D 307/81|C07D 405/04|C07D 491/048|C07D 405/12|C07D 487/04|C07D 413/04|C07D 409/04,"바이오크리스트파마슈티컬즈,인코포레이티드",특허법인 남앤남,"바부, 얄라가다, 에스.|쉐리든, 윌리엄, 피.",2020.07.29,,,1020220041846.0,2022.04.01
,1020227006236,뼈-결합 화합물(BONE-BINDING COMPOUNDS),BONE-BINDING COMPOUNDS,공개,A61K 47/54|A61K 47/55|A61K 31/575|A61P 19/08|A61P 31/04|A61P 35/00,브라이엄 영 유니버시티,임상엽,"세비지, 폴 비.|쉰들러, 아론|발체프, 피터|캄블, 수메드",2020.07.24,,,1020220041152.0,2022.03.31
,1020147003923,SRC 상동성-2 함유 단백질 티로신 포스파타제-1의 작용물질 및 그를 사용한 치료방법(AGONISTS OF SRC HOMOLOGY-2 CONTAINING PROTEIN TYROSINE PHOSPHATASE-1 AND TREATMENT METHODS USING THE SAME),AGONISTS OF SRC HOMOLOGY-2 CONTAINING PROTEIN TYROSINE PHOSPHATASE-1 AND TREATMENT METHODS USING THE SAME,등록,C07C 255/54|A61K 31/075|A01N 31/14|A01N 33/18,내셔널 타이완 유니버시티|내셔널 양 밍 치아오 퉁 유니버시티|디씨비-유에스에이 엘엘씨,김경희,"시아우, 충-와이|첸, 쿠엔-펭",2012.08.03,1016618250000.0,2016.09.26,1020140039331.0,2014.04.01
,1020187028915,"생물학 샘플러, 수집기 및 보관 용기(BIOLOGICAL SAMPLER, COLLECTOR AND STORAGE CONTAINER)","BIOLOGICAL SAMPLER, COLLECTOR AND STORAGE CONTAINER",취하,A61B 10/02|G01N 1/28,에스엔피샷 트러스티 리미티드,제일특허법인(유),블레이든 로리|블레이든 로이 빅터|가드너 마이클 스튜어트,2017.02.27,,,1020180131564.0,2018.12.10
,1020227006204,항원성 폴리펩티드 및 이의 사용 방법(ANTIGENIC POLYPEPTIDES AND METHODS OF USE THEREOF),ANTIGENIC POLYPEPTIDES AND METHODS OF USE THEREOF,공개,C07K 7/06|A61K 45/06|A61P 35/00|A61P 35/02|A61P 31/00|A61K 38/00|C07K 14/74,아게누스 인코포레이티드,특허법인코리아나,모린 벤자민 맥심|핀데이스 마크 아서|조쉬 비쉬누,2020.07.24,,,1020220038743.0,2022.03.29
,1020207027897,콤프스타틴 유사체 및 이들의 의학적 용도(COMPSTATIN ANALOGUES AND THEIR MEDICAL USES),COMPSTATIN ANALOGUES AND THEIR MEDICAL USES,취하,C07K 7/08|A61K 38/00|A61P 27/02|A61P 19/02|A61P 25/16|A61P 25/28,제트피 에스피브이 3 케이/에스,장훈,쉘톤 페르닐레 토프텡|포그 야콥 울리크|마드센 옌스 크비스트,2019.02.26,,,1020200135797.0,2020.12.03
,1020227006202,항원성 폴리펩티드 및 이의 사용 방법(ANTIGENIC POLYPEPTIDES AND METHODS OF USE THEREOF),ANTIGENIC POLYPEPTIDES AND METHODS OF USE THEREOF,공개,C07K 7/06|C07K 14/00|A61K 45/06|A61P 35/00|A61P 35/02|A61K 38/00|C07K 14/725|C07K 14/74,아게누스 인코포레이티드,특허법인코리아나,언더우드 데니스 존|마이어스 페이슬리 트란탐|제프리 에린 데니스|페레즈 매튜 조셉|모린 벤자민 맥심|핀데이스 마크 아서|조쉬 비쉬누,2020.07.24,,,1020220038742.0,2022.03.29
,1020167004578,인터루킨-31 단클론성 항체(INTERLEUKIN-31 MONOCLONAL ANTIBODY),INTERLEUKIN-31 MONOCLONAL ANTIBODY,등록,C07K 16/24|G01N 33/68,조에티스 서비시즈 엘엘씨,제일특허법인(유),바머트 개리 에프|던햄 스티븐 에이,2012.07.05,1017429280000.0,2017.05.26,1020160028488.0,2016.03.11
,1020157006296,당접합 공정 및 조성물(GLYCOCONJUGATION PROCESSES AND COMPOSITIONS),GLYCOCONJUGATION PROCESSES AND COMPOSITIONS,등록,A61K 47/64|A61K 39/09|A61K 39/095|A61K 45/06|A61P 37/00|A61K 39/00,화이자 인코포레이티드,양영준|김영,"구, 지앙신|김진환|프라사드, 에이. 크리쉬나|양, 유-잉",2013.08.12,1017424060000.0,2017.05.25,1020150041139.0,2015.04.15
,1020127032221,"영상화제의 합성 및 사용을 위한 조성물, 방법 및 시스템(COMPOSITIONS, METHODS AND SYSTEMS FOR THE SYNTHESIS AND USE OF IMAGING AGENTS)","COMPOSITIONS, METHODS AND SYSTEMS FOR THE SYNTHESIS AND USE OF IMAGING AGENTS",등록,A61K 49/10|A61K 49/06|A61K 51/04|A61P 9/00,"랜티우스 메디컬 이메징, 인크.",양영준|김영,"푸로히트, 아자이|베니테스, 페드로|치스먼, 에드워드, 에이치.|레이즈왓스키, 조엘|리, 버라니커|세사티, 리처드 알., 3세|루비, 리처드|라데케, 하이케, 에스.",2011.05.11,1017264710000.0,2017.04.06,1020130062952.0,2013.06.13
,1020217041514,KRAS G12C 억제제 및 이의 용도(KRAS G12C INHIBITORS AND USES THEREOF),KRAS G12C INHIBITORS AND USES THEREOF,공개,C07D 403/14|A61K 31/527|A61K 31/517|C07D 471/10|C07D 495/10|C07D 491/107|C07D 498/10,캘리포니아 인스티튜트 오브 테크놀로지|1200 파마 엘엘씨|더 리전트 오브 더 유니버시티 오브 캘리포니아,특허법인 아이피에스,"힐프, 저스틴, 에이.|로즈, 트리스틴, 이.|바트버거, 마이클, 디.|오보일, 브렌단, 엠.|리브스, 코리, 엠.|로슨, 올리버, 씨.|스톨츠, 브라이언, 엠.|맥더모트, 마티나, 에스.|오브라이언, 넬, 에이.|슬라몬, 데니스",2020.05.20,,,1020220038289.0,2022.03.28
,1020167027373,"탁산을 포함하는 무정형 고체 분산체, 그를 포함하는 정제 및 그를 제조하는 방법(AMORPHOUS SOLID DISPERSION COMPRISING TAXANE, TABLET COMPRISING THE SAME, AND METHOD FOR PREPARING THE SAME)","AMORPHOUS SOLID DISPERSION COMPRISING TAXANE, TABLET COMPRISING THE SAME, AND METHOD FOR PREPARING THE SAME",등록,A61K 9/14|A61K 9/20|A61K 47/32|A61K 47/26|A61K 47/14|A61K 31/337,한미약품 주식회사,리앤목특허법인,스리니바산 샨무감|임호택|윤영수|김용일|박재현|우종수,2015.03.20,1018515710000.0,2018.04.18,1020160124904.0,2016.10.28
,1020227002791,"영상화제의 합성 및 사용을 위한 조성물, 방법 및 시스템(COMPOSITIONS, METHODS, AND SYSTEMS FOR THE SYNTHESIS AND USE OF IMAGING AGENTS)","COMPOSITIONS, METHODS, AND SYSTEMS FOR THE SYNTHESIS AND USE OF IMAGING AGENTS",취하,C07D 237/16|C07B 59/00|B01J 19/24,"랜티우스 메디컬 이메징, 인크.",양영준|김영,"세사티, 리차드, 알.|라데케, 헤이케, 에스.|팬데이, 수레쉬, 케이.|푸로히트, 아제이|로빈슨, 사이몬, 피.",2013.08.09,,,1020220018624.0,2022.02.15
,1020227001549,운동 수행능력을 개선시키기 위한 비정질 탄산칼슘(AMORPHOUS CALCIUM CARBONATE FOR IMPROVING ATHLETIC PERFORMANCE),AMORPHOUS CALCIUM CARBONATE FOR IMPROVING ATHLETIC PERFORMANCE,공개,A23L 33/16|A23P 10/20,아모피컬 리미티드,특허법인한얼,벤 요시|블럼 이갈 도브,2020.07.23,,,1020220038056.0,2022.03.25
,1020207021016,최적화된 화합물(OPTIMISED COMPOUNDS),OPTIMISED COMPOUNDS,공개,C07K 5/062|A61K 38/05|A61K 47/54|A61K 47/60|A61P 31/12|A61P 11/00,악셀리아 온콜로지 피티와이 리미티드,이원희,"잭슨, 데이비드|홈즈, 이안|젱, 웨이구앙|드메종, 크리스토프",2018.12.21,,,1020200101428.0,2020.08.27
,1020127024419,감염성 질환 병원체 및 이들의 약물 민감성을 진단하는 방법(METHODS OF DIAGNOSING INFECTIOUS DISEASE PATHOGENS AND THEIR DRUG SENSITIVITY),METHODS OF DIAGNOSING INFECTIOUS DISEASE PATHOGENS AND THEIR DRUG SENSITIVITY,거절,C12Q 1/68|C12Q 1/04|C12N 15/11|G01N 33/569,"더 브로드 인스티튜트, 인코퍼레이티드|더 제너럴 하스피탈 코포레이션|더 브리검 앤드 우먼즈 하스피털, 인크.",강명구|이경민,"헝, 데보라|고메즈, 제임스|코시미, 리사|니콜, 롭|보로우스키, 마크|바르자크, 아미|온데르동크, 앤드류, 비.",2011.02.24,,,1020120133385.0,2012.12.10
,1020227005154,치료 바이러스 백신(THERAPEUTIC VIRAL VACCINE),THERAPEUTIC VIRAL VACCINE,공개,C07K 14/005|A61K 39/245|A61P 31/22|A61K 39/00,글락소스미스클라인 바이오로지칼즈 에스.에이.,장수길|김영,"블라이스, 노르망드|카스타도, 신디|몰스, 요한|사코네이, 리오넬|투생, 마리|와홈, 뉴턴 무추구|마루기, 줄리에타",2020.07.20,,,1020220035457.0,2022.03.22
,1020187026354,Myc 조정제로서의 MAX 결합제 및 그의 용도(MAX BINDERS AS MYC MODULATORS AND USES THEREOF),MAX BINDERS AS MYC MODULATORS AND USES THEREOF,취하,C07D 498/04|A61K 31/55|C07D 233/28|C07D 491/107|C07D 498/10|A61P 35/00,메사추세츠 인스티튜트 오브 테크놀로지,양영준|김영,"쾰러, 안젤라 엔.|스테판, 에릭|카발레로, 프란치스코|닐, 딜런 비지트|에반스, 헬렌 엘.|스트런츠, 니콜라스 비.|첸, 앤드류",2017.02.16,,,1020180107261.0,2018.10.01
,1020197002744,BCL-2 억제제로서의 N-(페닐설포닐)벤즈아미드 및 관련 화합물(N-(PHENYLSULFONYL)BENZAMIDES AND RELATED COMPOUNDS AS BCL-2 INHIBITORS),N-(PHENYLSULFONYL)BENZAMIDES AND RELATED COMPOUNDS AS BCL-2 INHIBITORS,등록,C07D 471/04|A61K 31/437|A61P 35/00,더 리젠츠 오브 더 유니버시티 오브 미시건,유미특허법인,왕 샤오멩|첸 지안용,2017.08.04,1023767640000.0,2022.03.16,1020190035710.0,2019.04.03
,1020227004161,항-GRP78 항체 및 이의 사용 방법(ANTI-GRP78 ANTIBODIES AND METHOD OF USE THEREOF),ANTI-GRP78 ANTIBODIES AND METHOD OF USE THEREOF,공개,C07K 16/30|C07K 16/18|A61P 35/00|A61N 5/10,워싱턴 유니버시티,강명구,할라한 데니스|카푸르 바이샬리|싱 아베이 쿠마르,2020.07.16,,,1020220034823.0,2022.03.18
,1020227004235,PD-L1 억제제로서의 인단(INDANES AS PD-L1 INHIBITORS),INDANES AS PD-L1 INHIBITORS,공개,C07D 401/12|A61K 31/444|A61K 31/197|A61K 31/137|A61P 37/00|A61P 35/00|C07D 207/267|C07D 403/12|C07C 229/36|C07C 217/58|C07C 309/14|C07C 237/06|C07C 219/28|C07C 255/54|C07C 311/51,"케모센트릭스, 인크.",특허법인 남앤남,"말라통, 비엥캄|말리, 벤캇 레디|맥머트리, 대런 제이.|푼나, 스리니바스|로스, 하워드 에스.|싱, 라진더|양, 주|장, 펭리에",2020.07.09,,,1020220034829.0,2022.03.18
,1020187026790,설포닐유레아 및 관련 화합물 및 이의 용도(SULFONYLUREAS AND RELATED COMPOUNDS AND USE OF SAME),SULFONYLUREAS AND RELATED COMPOUNDS AND USE OF SAME,취하,C07D 231/18|A61K 31/4045|A61K 31/415|A61K 31/42|A61K 31/423|A61K 31/5375|C07D 209/40|C07D 211/96|C07D 237/22|C07D 239/32|C07D 249/18|C07D 235/30|C07D 241/04|C07D 261/20|C07D 263/58|C07D 271/12|C07D 295/26|A61P 29/00,"더 유니버서티 어브 퀸슬랜드|더 프로보스트, 펠로우스, 파운데이션 스콜라스, 앤드 디 아더 멤버스 오브 보오드 오브 더 칼리지 오브 더 홀리 앤드 언디바이디드 트리니티 오브 퀸 엘리자베스 니어 더블린",특허법인아주김장리,오닐 루크|콜 레베카|쿠퍼 매튜|로버트슨 에이브릴|슈뢰더 케이트|매클라우드 앵거스 머레이|밀러 데이비드 존,2017.02.16,,,1020180133244.0,2018.12.13
,1020227002673,인간 심근병증에 대한 AAV 심장 유전자 요법(AAV CARDIAC GENE THERAPY FOR CARDIOMYOPATHY IN HUMANS),AAV CARDIAC GENE THERAPY FOR CARDIOMYOPATHY IN HUMANS,공개,C12N 15/86|A61K 48/00|A61K 31/711|A61K 38/17|C07K 14/47,"유니버시티 오브 플로리다 리서치 파운데이션, 인코포레이티드",양영준|김영,"스위니, 휴 리",2020.07.17,,,1020220034801.0,2022.03.18
,1020197036061,전위차 이온 선택적 전극을 위한 탄소 페이스트를 포함하는 내부 전해질 층(INTERNAL ELECTROLYTE LAYER COMPRISING CARBON PASTE FOR POTENTIOMETRIC ION SELECTIVE ELECTRODE),INTERNAL ELECTROLYTE LAYER COMPRISING CARBON PASTE FOR POTENTIOMETRIC ION SELECTIVE ELECTRODE,등록,G01N 27/333|G01N 27/416,지멘스 헬쓰케어 다이아그노스틱스 인크.,특허법인 남앤남,"장, 웨이|버퀴스트, 로버트|돌라티, 아미르|안드라데, 토드|휘태커, 아만다",2018.05.08,1023757590000.0,2022.03.14,1020200003905.0,2020.01.10
,1020180123168,차량 탑승자 감지 장치(Device for detecting a passenger in a vehicle),Device for detecting a passenger in a vehicle,등록,B60R 21/015|B60W 50/14|B60W 40/08|B60N 2/00,주식회사 젠다카디언,한라특허법인(유한),최정우|조현아|양선종,2018.10.16,1019826050000.0,2019.05.21,,
,1020227004042,섬유모세포 활성화 단백질 리간드를 포함하는 화합물 및 그의 용도(COMPOUNDS COMPRISING A FIBROBLAST ACTIVATION PROTEIN LIGAND AND USE THEREOF),COMPOUNDS COMPRISING A FIBROBLAST ACTIVATION PROTEIN LIGAND AND USE THEREOF,공개,C07K 7/08|A61K 38/00|A61K 51/08,쓰리비 파마슈티컬스 게엠베하,양영준|김영,"오스테르캄프, 프랑크|츠보랄스키, 디르크|슈나이더, 에베르하르트|하제, 크리스티안|파슈케, 마티아스|회네, 아일렌|웅게비쓰, 얀|스메를링, 크리스티아네|라이네케, 울리히|브레덴베크, 안네",2020.07.08,,,1020220032078.0,2022.03.15
,1020127018914,면역-컨쥬게이트 및 그 제조방법 2(IMMUNO-CONJUGATES AND METHODS FOR PRODUCING THEM 2),IMMUNO-CONJUGATES AND METHODS FOR PRODUCING THEM 2,등록,C07K 16/18|C12N 15/13|A61K 39/395|G01N 33/53,아비펩 피티와이 리미티트,허용록,"허드슨, 피터, 존|탐바키스, 데브라|위트크로프트, 마이클, 폴|투라티, 파비오",2010.12.23,1019614950000.0,2019.03.19,1020120096093.0,2012.08.29
,1020227004043,섬유모세포 활성화 단백질 리간드를 포함하는 화합물 및 그의 용도(COMPOUNDS COMPRISING A FIBROBLAST ACTIVATION PROTEIN LIGAND AND USE THEREOF),COMPOUNDS COMPRISING A FIBROBLAST ACTIVATION PROTEIN LIGAND AND USE THEREOF,공개,C07K 7/06|A61K 51/08|A61K 38/00,쓰리비 파마슈티컬스 게엠베하,양영준|김영,"오스테르캄프, 프랑크|츠보랄스키, 디르크|슈나이더, 에베르하르트|하제, 크리스티안|파슈케, 마티아스|회네, 아일렌|웅게비쓰, 얀|스메를링, 크리스티아네|라이네케, 울리히|브레덴베크, 안네",2020.07.08,,,1020220032079.0,2022.03.15
,1020187031451,상처에서 미생물 감염의 검출(DETECTING MICROBIAL INFECTION IN WOUNDS),DETECTING MICROBIAL INFECTION IN WOUNDS,거절,G01N 33/548|G01N 33/58|G01N 33/68|G01N 33/573|G01N 33/569|C07K 14/245,"퀄리자임 다이아그노스틱스 게엠베하 엔드 코 카게|유니버시티 오브 내츄럴 리소시스 엔드 라이프 사이언시즈, 비엔나|아시브 게엠베하",김진회|김태홍,부르넷 미카엘|하인즐 안드레아|지글 에바|루시니히 다니엘|가메리히 클레멘스|테글 고레고르|귀비츠 게외그,2017.03.30,,,1020190015210.0,2019.02.13
,1020227002168,"MMP-9 관련 질병 및 염증의 예방, 개선, 또는 치료를 위한 3,6,7-트리메틸루마진을 포함하는 조성물의 용도(USE OF A COMPOSITION COMPRISING 3,6,7-TRIMETHYLLUMAZINE FOR PREVENTING, AMELIORATING OR TREATING MMP-9 ASSOCIATED CONDITIONS AND INFLAMMATION)","USE OF A COMPOSITION COMPRISING 3,6,7-TRIMETHYLLUMAZINE FOR PREVENTING, AMELIORATING OR TREATING MMP-9 ASSOCIATED CONDITIONS AND INFLAMMATION",공개,A61K 31/519|A61K 35/644|A61K 36/61|A61P 29/00|A61P 1/04,콤비타 리미티드,제일특허법인(유),스티븐스 조나단 맥도날드 카운셀|루메스 케리|린 빈|토타 로히트|브림블 마가렛|에반스 재클린 캐롤,2020.07.03,,,1020220029675.0,2022.03.08
,1020187031448,상처에서 미생물 감염의 검출 방법(DETECTING MICROBIAL INFECTION IN WOUNDS),DETECTING MICROBIAL INFECTION IN WOUNDS,거절,G01N 33/548|G01N 33/58|G01N 33/68|G01N 33/573|G01N 33/569,시노보 게엠베하,김진회|김태홍,구제 얀 힌리히|라이서 마틴|피트르직 니콜라스|배위어라인 크리스티안,2017.03.30,,,1020190008199.0,2019.01.23
,1020180138296,청소 장치 및 그 제어 방법(Cleaning apparatus and controlling method thereof),Cleaning apparatus and controlling method thereof,등록,A47L 9/28|A47L 9/00|G05D 1/02|G06N 20/00|G06N 99/00,삼성전자주식회사,리앤목특허법인,이정환|이영록|홍현석,2018.11.12,1023021980000.0,2021.09.08,1020200054694.0,2020.05.20
,1020187018220,골수종의 치료 또는 진행의 모니터링(MONITORING TREATMENT OR PROGRESSION OF MYELOMA),MONITORING TREATMENT OR PROGRESSION OF MYELOMA,취하,C12Q 1/6886,알프레드 헬스,안소영,"스펜서, 앤드류|미트라프라부, 스리두르가",2016.12.02,,,1020180088690.0,2018.08.06
,1020167006895,HSF1-관련 질환을 치료하기 위한 유기 조성물(ORGANIC COMPOSITIONS TO TREAT HSF1-RELATED DISEASES),ORGANIC COMPOSITIONS TO TREAT HSF1-RELATED DISEASES,등록,C12N 15/113|C07H 21/02|A61K 31/713|A61K 45/06|A61K 47/48,애로우헤드 파마슈티컬스 인코포레이티드,양영준|김영,"힌클, 그레고리|쿠치만치, 사티아나라야나|밀스테인, 스투아트|바르무트, 마르쿠스|조우, 웬라이|주, 핑|짐머만, 트라시, 에스.",2010.12.16,1017182970000.0,2017.03.14,1020160033251.0,2016.03.25
,1020177012650,ROR-감마의 디히드로피롤로피리딘 억제제(DIHYDROPYRROLOPYRIDINE INHIBITORS OF ROR-GAMMA),DIHYDROPYRROLOPYRIDINE INHIBITORS OF ROR-GAMMA,취하,C07D 471/04|A61K 31/437,"비타이 파마슈티컬즈, 엘엘씨",양영준|김영,"클레어몬, 데이빗, 에이.|딜라드, 로렌스, 웨인|동, 쳉궈|판, 이|지아, 란키|로테스타, 스티븐, 디.|마커스, 앤드류|싱, 수레쉬, 비.|타이스, 콜린, 엠.|위안, 징|챠오, 웨이|쳉, 야쥔|좡, 링항",2015.10.14,,,1020170066628.0,2017.06.14
,1020207020064,헌팅턴병을 치료하기 위한 진세노사이드 M1의 용도(USE OF GINSENOSIDE M1 FOR TREATING HUNTINGTON'S DISEASE),USE OF GINSENOSIDE M1 FOR TREATING HUNTINGTON'S DISEASE,공개,A61K 31/704|A61P 25/14,"리, 시우-롱",김해중,"리, 시우-롱|후아, 쿠오-펑|리, 위-치에",2019.04.23,,,1020210003715.0,2021.01.12
,1020207027462,"캡시드 탈아미드화가 감소된 신규 아데노-연관 바이러스(AAV) 벡터 및 이의 용도(NOVEL ADENO-ASSOCIATED VIRUS (AAV) VECTORS, AAV VECTORS HAVING REDUCED CAPSID DEAMIDATION AND USES THEREFOR)","NOVEL ADENO-ASSOCIATED VIRUS (AAV) VECTORS, AAV VECTORS HAVING REDUCED CAPSID DEAMIDATION AND USES THEREFOR",공개,C07K 14/005|C12N 15/86,더 트러스티스 오브 더 유니버시티 오브 펜실베니아,특허법인와이에스장,윌슨 제임스 엠.|테페 에이프릴|터너 케빈|심스 조슈아 조이너|왕 치앙,2019.02.27,,,1020210006327.0,2021.01.18
,1020207027457,"캡시드 탈아미드화가 감소된 신규 아데노-연관 바이러스(AAV) 벡터 및 이의 용도(NOVEL ADENO-ASSOCIATED VIRUS (AAV) VECTORS, AAV VECTORS HAVING REDUCED CAPSID DEAMIDATION AND USES THEREFOR)","NOVEL ADENO-ASSOCIATED VIRUS (AAV) VECTORS, AAV VECTORS HAVING REDUCED CAPSID DEAMIDATION AND USES THEREFOR",공개,C12N 15/86|C07K 14/005,더 트러스티스 오브 더 유니버시티 오브 펜실베니아,특허법인와이에스장,윌슨 제임스 엠.|테페 에이프릴|터너 케빈|심스 조슈아 조이너,2019.02.27,,,1020210010434.0,2021.01.27
,1020207024137,삼치환 벤조트리아졸 유도체의 사용 방법(METHODS OF USE FOR TRISUBSTITUTED BENZOTRIAZOLE DERIVATIVES),METHODS OF USE FOR TRISUBSTITUTED BENZOTRIAZOLE DERIVATIVES,공개,A61K 31/4192|A61K 31/5377|A61K 31/454|A61K 31/496|A61P 35/00|A61P 35/02,아지오스 파마슈티컬스 아이엔씨.,양영준|이상남,"울라넷, 다니엘|최, 성 은",2019.02.19,,,1020200123137.0,2020.10.28
,1020190027294,탄성체 외피를 포함하는 로봇 장치(ROBOT DEVICE INCLUDING ELASTIC COVERING),ROBOT DEVICE INCLUDING ELASTIC COVERING,공개,B25J 19/00|B25J 9/00|B25J 9/10|B25J 11/00|B25J 5/00,삼성전자주식회사,이건주|김정훈,최희승|박성진|이승환|임배석|조우종|최구영|나효석|윤병욱,2019.03.11,,,1020200108549.0,2020.09.21
,1020207025511,항-CD47 및 항-CD20 항체를 이용한 항암 섭생(ANTI-CANCER REGIMEN USING ANTI-CD47 AND ANTI-CD20 ANTIBODIES),ANTI-CANCER REGIMEN USING ANTI-CD47 AND ANTI-CD20 ANTIBODIES,공개,C07K 16/28|A61P 35/00|A61K 39/00,"포티 세븐, 인코포레이티드",양영준|김영철|이상남|김 순 영,"차오, 마크 핑|타키모토, 크리스 히데미 미즈후네|볼크메어, 옌스-피터",2019.02.11,,,1020200119834.0,2020.10.20
,1020187025644,표적화된 사이토카인 전달을 위한 조성물 및 방법들(COMPOSITIONS AND METHODS FOR TARGETED CYTOKINE DELIVERY),COMPOSITIONS AND METHODS FOR TARGETED CYTOKINE DELIVERY,공개,C07K 14/52|C07K 14/54|C07K 14/545|C07K 14/55|C07K 14/705|C07K 16/28,워싱턴 유니버시티,강명구|이경민,크룹닉 알렉산더 사샤|레이지어 에릭 리드|웨스트윅 존|프레몬트 데이브드 헨리,2017.02.06,,,1020180117116.0,2018.10.26
,1020187025947,다이메틸 퓨마레이트를 포함하는 약제학적 비드 제형(PHARMACEUTICAL BEAD FORMULATIONS COMPRISING DIMETHYL FUMARATE),PHARMACEUTICAL BEAD FORMULATIONS COMPRISING DIMETHYL FUMARATE,공개,A61K 9/50|A61K 9/16|A61K 31/225|A61P 25/00,바이오젠 엠에이 인코포레이티드,양영준|김영,"카르키, 시암, 비.|자와네, 피터|렁, 척-유이|바수데반, 칼얀|린, 이칭|수, 진|트레멘토치, 안드레아|네스토로브, 이반",2017.02.08,,,1020180108814.0,2018.10.04
